#-----------------------------------------------------------------------------
# Date d'extraction : 16/07/2019 - 07h16 loc.
#-----------------------------------------------------------------------------
# Producteur : DCLIM
# Experience : CLIMSEC
# Modele     : ARPEGE_RETIC
# Scenario :
#     A2 : scenario A2
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
#                  (1 - hiver, 2 - printemps, 3 - été, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORSSWI : Intégration de Indicateur sècheresse d'humidité des sols (null)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;Saison;NORSSWI;
#-----------------------------------------------------------------------------
12765;47.9176;-0.8215;A2;H3;2;-2.41;
12765;47.9176;-0.8215;A2;H3;3;-1.61;
12765;47.9176;-0.8215;A2;H3;4;-2.23;
12766;47.9205;-0.7146;A2;H3;1;-3.12;
12766;47.9205;-0.7146;A2;H3;2;-2.32;
12766;47.9205;-0.7146;A2;H3;3;-1.55;
12766;47.9205;-0.7146;A2;H3;4;-2.32;
12767;47.9232;-0.6076;A2;H3;1;-2.98;
12767;47.9232;-0.6076;A2;H3;2;-2.5;
12767;47.9232;-0.6076;A2;H3;3;-1.62;
12767;47.9232;-0.6076;A2;H3;4;-2.36;
12768;47.9259;-0.5007;A2;H3;1;-2.8;
12768;47.9259;-0.5007;A2;H3;2;-2.58;
12768;47.9259;-0.5007;A2;H3;3;-1.63;
12768;47.9259;-0.5007;A2;H3;4;-2.42;
12769;47.9284;-0.3937;A2;H3;1;-2.68;
12769;47.9284;-0.3937;A2;H3;2;-2.62;
12769;47.9284;-0.3937;A2;H3;3;-1.71;
12769;47.9284;-0.3937;A2;H3;4;-2.49;
12770;47.9309;-0.2867;A2;H3;1;-2.44;
12770;47.9309;-0.2867;A2;H3;2;-2.75;
12770;47.9309;-0.2867;A2;H3;3;-1.82;
12770;47.9309;-0.2867;A2;H3;4;-2.53;
12771;47.9332;-0.1797;A2;H3;1;-2.31;
12771;47.9332;-0.1797;A2;H3;2;-2.74;
12771;47.9332;-0.1797;A2;H3;3;-1.78;
12771;47.9332;-0.1797;A2;H3;4;-2.45;
12772;47.9355;-0.0727;A2;H3;1;-2.3;
12772;47.9355;-0.0727;A2;H3;2;-2.68;
12772;47.9355;-0.0727;A2;H3;3;-1.79;
12772;47.9355;-0.0727;A2;H3;4;-2.38;
12773;47.9376;0.0343;A2;H3;1;-2.48;
12773;47.9376;0.0343;A2;H3;2;-2.62;
12773;47.9376;0.0343;A2;H3;3;-1.78;
12773;47.9376;0.0343;A2;H3;4;-2.45;
12774;47.9397;0.1413;A2;H3;1;-2.44;
12774;47.9397;0.1413;A2;H3;2;-2.04;
12774;47.9397;0.1413;A2;H3;3;-1.92;
12774;47.9397;0.1413;A2;H3;4;-2.6;
12775;47.9417;0.2484;A2;H3;1;-2.54;
12775;47.9417;0.2484;A2;H3;2;-2.04;
12775;47.9417;0.2484;A2;H3;3;-2.06;
12775;47.9417;0.2484;A2;H3;4;-2.68;
12776;47.9435;0.3554;A2;H3;1;-2.51;
12776;47.9435;0.3554;A2;H3;2;-2.22;
12776;47.9435;0.3554;A2;H3;3;-2.53;
12776;47.9435;0.3554;A2;H3;4;-2.9;
12777;47.9453;0.4624;A2;H3;1;-2.37;
12777;47.9453;0.4624;A2;H3;2;-2.06;
12777;47.9453;0.4624;A2;H3;3;-2.48;
12777;47.9453;0.4624;A2;H3;4;-3.16;
12778;47.9469;0.5695;A2;H3;1;-2.6;
12778;47.9469;0.5695;A2;H3;2;-2.39;
12778;47.9469;0.5695;A2;H3;3;-2.24;
12778;47.9469;0.5695;A2;H3;4;-2.83;
12779;47.9485;0.6766;A2;H3;1;-2.58;
12779;47.9485;0.6766;A2;H3;2;-2.22;
12779;47.9485;0.6766;A2;H3;3;-2.32;
12779;47.9485;0.6766;A2;H3;4;-3.07;
12780;47.95;0.7836;A2;H3;1;-2.78;
12780;47.95;0.7836;A2;H3;2;-2.66;
12780;47.95;0.7836;A2;H3;3;-2.11;
12780;47.95;0.7836;A2;H3;4;-2.75;
12781;47.9514;0.8907;A2;H3;1;-3.27;
12781;47.9514;0.8907;A2;H3;2;-3.67;
12781;47.9514;0.8907;A2;H3;3;-2.29;
12781;47.9514;0.8907;A2;H3;4;-3.94;
12782;47.9526;0.9978;A2;H3;1;-3.73;
12782;47.9526;0.9978;A2;H3;2;-3.27;
12782;47.9526;0.9978;A2;H3;3;-2.12;
12782;47.9526;0.9978;A2;H3;4;-3.37;
12783;47.9538;1.1049;A2;H3;1;-3.54;
12783;47.9538;1.1049;A2;H3;2;-3.93;
12783;47.9538;1.1049;A2;H3;3;-2.68;
12783;47.9538;1.1049;A2;H3;4;-3.71;
12784;47.9549;1.2119;A2;H3;1;-2.09;
12784;47.9549;1.2119;A2;H3;2;-2.64;
12784;47.9549;1.2119;A2;H3;3;-2.79;
12784;47.9549;1.2119;A2;H3;4;-2.9;
12785;47.9559;1.319;A2;H3;1;-2.11;
12785;47.9559;1.319;A2;H3;2;-2.76;
12785;47.9559;1.319;A2;H3;3;-3.14;
12785;47.9559;1.319;A2;H3;4;-3;
12786;47.9568;1.4261;A2;H3;1;-2.12;
12786;47.9568;1.4261;A2;H3;2;-2.85;
12786;47.9568;1.4261;A2;H3;3;-3.12;
12786;47.9568;1.4261;A2;H3;4;-3;
12787;47.9575;1.5332;A2;H3;1;-2.06;
12787;47.9575;1.5332;A2;H3;2;-2.37;
12787;47.9575;1.5332;A2;H3;3;-2.97;
12787;47.9575;1.5332;A2;H3;4;-2.97;
12788;47.9582;1.6403;A2;H3;1;-1.85;
12788;47.9582;1.6403;A2;H3;2;-2.22;
12788;47.9582;1.6403;A2;H3;3;-1.94;
12788;47.9582;1.6403;A2;H3;4;-2.66;
12789;47.9588;1.7474;A2;H3;1;-1.64;
12789;47.9588;1.7474;A2;H3;2;-1.95;
12789;47.9588;1.7474;A2;H3;3;-1.65;
12789;47.9588;1.7474;A2;H3;4;-2.33;
12790;47.9593;1.8545;A2;H3;1;-1.38;
12790;47.9593;1.8545;A2;H3;2;-1.45;
12790;47.9593;1.8545;A2;H3;3;-1.43;
12790;47.9593;1.8545;A2;H3;4;-2.13;
12791;47.9597;1.9616;A2;H3;1;-1.42;
12791;47.9597;1.9616;A2;H3;2;-1.5;
12791;47.9597;1.9616;A2;H3;3;-1.54;
12791;47.9597;1.9616;A2;H3;4;-2.05;
12792;47.96;2.0687;A2;H3;1;-1.56;
12792;47.96;2.0687;A2;H3;2;-2.84;
12792;47.96;2.0687;A2;H3;3;-1.59;
12792;47.96;2.0687;A2;H3;4;-2.06;
12793;47.9602;2.1759;A2;H3;1;-1.52;
12793;47.9602;2.1759;A2;H3;2;-2.27;
12793;47.9602;2.1759;A2;H3;3;-1.72;
12793;47.9602;2.1759;A2;H3;4;-2.1;
12794;47.9603;2.283;A2;H3;1;-1.59;
12794;47.9603;2.283;A2;H3;2;-2.4;
12794;47.9603;2.283;A2;H3;3;-1.79;
12794;47.9603;2.283;A2;H3;4;-2.25;
12795;47.9603;2.3901;A2;H3;1;-1.53;
12795;47.9603;2.3901;A2;H3;2;-2.56;
12795;47.9603;2.3901;A2;H3;3;-1.75;
12795;47.9603;2.3901;A2;H3;4;-2.09;
12796;47.9602;2.4972;A2;H3;1;-2.1;
12796;47.9602;2.4972;A2;H3;2;-2.69;
12796;47.9602;2.4972;A2;H3;3;-1.52;
12796;47.9602;2.4972;A2;H3;4;-2.2;
12797;47.96;2.6043;A2;H3;1;-1.93;
12797;47.96;2.6043;A2;H3;2;-2.68;
12797;47.96;2.6043;A2;H3;3;-1.65;
12797;47.96;2.6043;A2;H3;4;-2.28;
12798;47.9597;2.7114;A2;H3;1;-2.22;
12798;47.9597;2.7114;A2;H3;2;-2.66;
12798;47.9597;2.7114;A2;H3;3;-1.66;
12798;47.9597;2.7114;A2;H3;4;-2.14;
12799;47.9593;2.8185;A2;H3;1;-2.16;
12799;47.9593;2.8185;A2;H3;2;-2.92;
12799;47.9593;2.8185;A2;H3;3;-1.7;
12799;47.9593;2.8185;A2;H3;4;-2.29;
12800;47.9588;2.9256;A2;H3;1;-2.93;
12800;47.9588;2.9256;A2;H3;2;-2.72;
12800;47.9588;2.9256;A2;H3;3;-1.63;
12800;47.9588;2.9256;A2;H3;4;-2.5;
12801;47.9582;3.0327;A2;H3;1;-2.81;
12801;47.9582;3.0327;A2;H3;2;-2.83;
12801;47.9582;3.0327;A2;H3;3;-1.64;
12801;47.9582;3.0327;A2;H3;4;-2.44;
12802;47.9576;3.1398;A2;H3;1;-3.05;
12802;47.9576;3.1398;A2;H3;2;-2.18;
12802;47.9576;3.1398;A2;H3;3;-1.54;
12802;47.9576;3.1398;A2;H3;4;-2.65;
12803;47.9568;3.2469;A2;H3;1;-3.04;
12803;47.9568;3.2469;A2;H3;2;-2.32;
12803;47.9568;3.2469;A2;H3;3;-1.59;
12803;47.9568;3.2469;A2;H3;4;-2.67;
12804;47.9559;3.354;A2;H3;1;-1.74;
12804;47.9559;3.354;A2;H3;2;-2.96;
12804;47.9559;3.354;A2;H3;3;-0.95;
12804;47.9559;3.354;A2;H3;4;-1.36;
12805;47.9549;3.4611;A2;H3;1;-1.44;
12805;47.9549;3.4611;A2;H3;2;-2.96;
12805;47.9549;3.4611;A2;H3;3;-1.23;
12805;47.9549;3.4611;A2;H3;4;-2.02;
12806;47.9538;3.5682;A2;H3;1;-1.42;
12806;47.9538;3.5682;A2;H3;2;-2.97;
12806;47.9538;3.5682;A2;H3;3;-1.24;
12806;47.9538;3.5682;A2;H3;4;-2.03;
12807;47.9527;3.6753;A2;H3;1;-1.41;
12807;47.9527;3.6753;A2;H3;2;-3.03;
12807;47.9527;3.6753;A2;H3;3;-1.51;
12807;47.9527;3.6753;A2;H3;4;-2.22;
12808;47.9514;3.7823;A2;H3;1;-1.37;
12808;47.9514;3.7823;A2;H3;2;-2.54;
12808;47.9514;3.7823;A2;H3;3;-1.47;
12808;47.9514;3.7823;A2;H3;4;-2.01;
12809;47.95;3.8894;A2;H3;1;-1.39;
12809;47.95;3.8894;A2;H3;2;-2.84;
12809;47.95;3.8894;A2;H3;3;-1.49;
12809;47.95;3.8894;A2;H3;4;-2.28;
12810;47.9485;3.9965;A2;H3;1;-1.56;
12810;47.9485;3.9965;A2;H3;2;-2.98;
12810;47.9485;3.9965;A2;H3;3;-2.15;
12810;47.9485;3.9965;A2;H3;4;-2.61;
12811;47.947;4.1035;A2;H3;1;-1.8;
12811;47.947;4.1035;A2;H3;2;-3.31;
12811;47.947;4.1035;A2;H3;3;-2.17;
12811;47.947;4.1035;A2;H3;4;-3.54;
12812;47.9453;4.2106;A2;H3;1;-1.8;
12812;47.9453;4.2106;A2;H3;2;-3.2;
12812;47.9453;4.2106;A2;H3;3;-1.87;
12812;47.9453;4.2106;A2;H3;4;-2.8;
12813;47.9435;4.3176;A2;H3;1;-1.88;
12813;47.9435;4.3176;A2;H3;2;-2.96;
12813;47.9435;4.3176;A2;H3;3;-2.08;
12813;47.9435;4.3176;A2;H3;4;-2.31;
12814;47.9417;4.4247;A2;H3;1;-2;
12814;47.9417;4.4247;A2;H3;2;-3.07;
12814;47.9417;4.4247;A2;H3;3;-2.66;
12814;47.9417;4.4247;A2;H3;4;-2.95;
12815;47.9397;4.5317;A2;H3;1;-1.77;
12815;47.9397;4.5317;A2;H3;2;-2.91;
12815;47.9397;4.5317;A2;H3;3;-2.2;
12815;47.9397;4.5317;A2;H3;4;-2.58;
12816;47.9377;4.6387;A2;H3;1;-1.85;
12816;47.9377;4.6387;A2;H3;2;-2.95;
12816;47.9377;4.6387;A2;H3;3;-2.16;
12816;47.9377;4.6387;A2;H3;4;-2.75;
12817;47.9355;4.7457;A2;H3;1;-1.86;
12817;47.9355;4.7457;A2;H3;2;-2.97;
12817;47.9355;4.7457;A2;H3;3;-2.03;
12817;47.9355;4.7457;A2;H3;4;-2.38;
12818;47.9333;4.8528;A2;H3;1;-1.82;
12818;47.9333;4.8528;A2;H3;2;-3.32;
12818;47.9333;4.8528;A2;H3;3;-2.3;
12818;47.9333;4.8528;A2;H3;4;-2.72;
12819;47.9309;4.9597;A2;H3;1;-1.85;
12819;47.9309;4.9597;A2;H3;2;-3.42;
12819;47.9309;4.9597;A2;H3;3;-2.4;
12819;47.9309;4.9597;A2;H3;4;-2.64;
12820;47.9285;5.0667;A2;H3;1;-1.76;
12820;47.9285;5.0667;A2;H3;2;-3.15;
12820;47.9285;5.0667;A2;H3;3;-2.06;
12820;47.9285;5.0667;A2;H3;4;-2.27;
12821;47.9259;5.1737;A2;H3;1;-1.76;
12821;47.9259;5.1737;A2;H3;2;-3.33;
12821;47.9259;5.1737;A2;H3;3;-2.03;
12821;47.9259;5.1737;A2;H3;4;-2.28;
12822;47.9233;5.2807;A2;H3;1;-1.98;
12822;47.9233;5.2807;A2;H3;2;-2.62;
12822;47.9233;5.2807;A2;H3;3;-1.93;
12822;47.9233;5.2807;A2;H3;4;-2.39;
12823;47.9205;5.3876;A2;H3;1;-2.04;
12823;47.9205;5.3876;A2;H3;2;-3.04;
12823;47.9205;5.3876;A2;H3;3;-1.87;
12823;47.9205;5.3876;A2;H3;4;-2.34;
12824;47.9177;5.4946;A2;H3;1;-2.1;
12824;47.9177;5.4946;A2;H3;2;-3.1;
12824;47.9177;5.4946;A2;H3;3;-1.84;
12824;47.9177;5.4946;A2;H3;4;-2.34;
12825;47.9147;5.6015;A2;H3;1;-1.94;
12825;47.9147;5.6015;A2;H3;2;-2.59;
12825;47.9147;5.6015;A2;H3;3;-2.03;
12825;47.9147;5.6015;A2;H3;4;-2.42;
12826;47.9117;5.7084;A2;H3;1;-2.25;
12826;47.9117;5.7084;A2;H3;2;-2.96;
12826;47.9117;5.7084;A2;H3;3;-1.92;
12826;47.9117;5.7084;A2;H3;4;-2.66;
12827;47.9086;5.8153;A2;H3;1;-1.72;
12827;47.9086;5.8153;A2;H3;2;-2.4;
12827;47.9086;5.8153;A2;H3;3;-1.82;
12827;47.9086;5.8153;A2;H3;4;-2.34;
12828;47.9053;5.9222;A2;H3;1;-1.98;
12828;47.9053;5.9222;A2;H3;2;-2.67;
12828;47.9053;5.9222;A2;H3;3;-1.97;
12828;47.9053;5.9222;A2;H3;4;-2.65;
12829;47.902;6.0291;A2;H3;1;-1.99;
12829;47.902;6.0291;A2;H3;2;-2.78;
12829;47.902;6.0291;A2;H3;3;-1.98;
12829;47.902;6.0291;A2;H3;4;-2.79;
12830;47.8986;6.136;A2;H3;1;-1.98;
12830;47.8986;6.136;A2;H3;2;-2.84;
12830;47.8986;6.136;A2;H3;3;-1.9;
12830;47.8986;6.136;A2;H3;4;-2.63;
12831;47.8951;6.2428;A2;H3;1;-1.64;
12831;47.8951;6.2428;A2;H3;2;-2.38;
12831;47.8951;6.2428;A2;H3;3;-2.54;
12831;47.8951;6.2428;A2;H3;4;-2.1;
12832;47.8914;6.3497;A2;H3;1;-1.75;
12832;47.8914;6.3497;A2;H3;2;-2.38;
12832;47.8914;6.3497;A2;H3;3;-2.67;
12832;47.8914;6.3497;A2;H3;4;-2.14;
12833;47.8877;6.4565;A2;H3;1;-1.85;
12833;47.8877;6.4565;A2;H3;2;-3.17;
12833;47.8877;6.4565;A2;H3;3;-2.35;
12833;47.8877;6.4565;A2;H3;4;-2.92;
12834;47.8839;6.5633;A2;H3;1;-1.9;
12834;47.8839;6.5633;A2;H3;2;-2.99;
12834;47.8839;6.5633;A2;H3;3;-3.26;
12834;47.8839;6.5633;A2;H3;4;-2.5;
12835;47.88;6.6701;A2;H3;1;-2.03;
12835;47.88;6.6701;A2;H3;2;-3.02;
12835;47.88;6.6701;A2;H3;3;-2.59;
12835;47.88;6.6701;A2;H3;4;-3.16;
12836;47.876;6.7769;A2;H3;1;-2.23;
12836;47.876;6.7769;A2;H3;2;-3.02;
12836;47.876;6.7769;A2;H3;3;-2.71;
12836;47.876;6.7769;A2;H3;4;-3.35;
12837;47.8719;6.8836;A2;H3;1;-1.65;
12837;47.8719;6.8836;A2;H3;2;-3.19;
12837;47.8719;6.8836;A2;H3;3;-3.35;
12837;47.8719;6.8836;A2;H3;4;-2.56;
12838;47.8677;6.9904;A2;H3;1;-1.64;
12838;47.8677;6.9904;A2;H3;2;-3.09;
12838;47.8677;6.9904;A2;H3;3;-3.04;
12838;47.8677;6.9904;A2;H3;4;-2.35;
12839;47.8633;7.0971;A2;H3;1;-1.63;
12839;47.8633;7.0971;A2;H3;2;-2.97;
12839;47.8633;7.0971;A2;H3;3;-3.25;
12839;47.8633;7.0971;A2;H3;4;-2.51;
12840;47.8589;7.2038;A2;H3;1;-1.64;
12840;47.8589;7.2038;A2;H3;2;-2.65;
12840;47.8589;7.2038;A2;H3;3;-3.73;
12840;47.8589;7.2038;A2;H3;4;-3.17;
12841;47.8544;7.3105;A2;H3;1;-1.26;
12841;47.8544;7.3105;A2;H3;2;-2.26;
12841;47.8544;7.3105;A2;H3;3;-2.91;
12841;47.8544;7.3105;A2;H3;4;-2.18;
12842;47.8498;7.4172;A2;H3;1;-1.43;
12842;47.8498;7.4172;A2;H3;2;-2.39;
12842;47.8498;7.4172;A2;H3;3;-3.3;
12842;47.8498;7.4172;A2;H3;4;-2.73;
12843;47.8451;7.5238;A2;H3;1;-1.63;
12843;47.8451;7.5238;A2;H3;2;-2.35;
12843;47.8451;7.5238;A2;H3;3;-3.18;
12843;47.8451;7.5238;A2;H3;4;-3.12;
12876;47.8469;-4.2443;A2;H3;1;-3.81;
12876;47.8469;-4.2443;A2;H3;2;-1.13;
12876;47.8469;-4.2443;A2;H3;3;-1.55;
12876;47.8469;-4.2443;A2;H3;4;-3.14;
12878;47.8587;-4.0313;A2;H3;1;-3.6;
12878;47.8587;-4.0313;A2;H3;2;-1.11;
12878;47.8587;-4.0313;A2;H3;3;-1.58;
12878;47.8587;-4.0313;A2;H3;4;-3.16;
12879;47.8645;-3.9247;A2;H3;1;-2.38;
12879;47.8645;-3.9247;A2;H3;2;-0.96;
12879;47.8645;-3.9247;A2;H3;3;-1.9;
12879;47.8645;-3.9247;A2;H3;4;-4.24;
12880;47.8702;-3.8181;A2;H3;1;-3.69;
12880;47.8702;-3.8181;A2;H3;2;-1.15;
12880;47.8702;-3.8181;A2;H3;3;-1.59;
12880;47.8702;-3.8181;A2;H3;4;-3.13;
12881;47.8757;-3.7115;A2;H3;1;-3.23;
12881;47.8757;-3.7115;A2;H3;2;-1.14;
12881;47.8757;-3.7115;A2;H3;3;-1.6;
12881;47.8757;-3.7115;A2;H3;4;-3.17;
12882;47.8812;-3.6049;A2;H3;1;-3.28;
12882;47.8812;-3.6049;A2;H3;2;-1.14;
12882;47.8812;-3.6049;A2;H3;3;-1.6;
12882;47.8812;-3.6049;A2;H3;4;-3.16;
12883;47.8866;-3.4982;A2;H3;1;-2.76;
12883;47.8866;-3.4982;A2;H3;2;-1.18;
12883;47.8866;-3.4982;A2;H3;3;-1.49;
12883;47.8866;-3.4982;A2;H3;4;-3.18;
12884;47.8919;-3.3915;A2;H3;1;-3.05;
12884;47.8919;-3.3915;A2;H3;2;-1.2;
12884;47.8919;-3.3915;A2;H3;3;-1.45;
12884;47.8919;-3.3915;A2;H3;4;-2.99;
12885;47.8971;-3.2848;A2;H3;1;-3.07;
12885;47.8971;-3.2848;A2;H3;2;-1.24;
12885;47.8971;-3.2848;A2;H3;3;-1.86;
12885;47.8971;-3.2848;A2;H3;4;-3.53;
12886;47.9022;-3.1781;A2;H3;1;-3.1;
12886;47.9022;-3.1781;A2;H3;2;-1.27;
12886;47.9022;-3.1781;A2;H3;3;-1.88;
12886;47.9022;-3.1781;A2;H3;4;-3.53;
12887;47.9072;-3.0714;A2;H3;1;-3.69;
12887;47.9072;-3.0714;A2;H3;2;-1.31;
12887;47.9072;-3.0714;A2;H3;3;-2.16;
12887;47.9072;-3.0714;A2;H3;4;-3.05;
12888;47.9121;-2.9646;A2;H3;1;-3.19;
12888;47.9121;-2.9646;A2;H3;2;-1.23;
12888;47.9121;-2.9646;A2;H3;3;-2.01;
12888;47.9121;-2.9646;A2;H3;4;-3.54;
12889;47.9169;-2.8578;A2;H3;1;-3.08;
12889;47.9169;-2.8578;A2;H3;2;-1.24;
12889;47.9169;-2.8578;A2;H3;3;-2.03;
12889;47.9169;-2.8578;A2;H3;4;-3.49;
12890;47.9216;-2.751;A2;H3;1;-3.78;
12890;47.9216;-2.751;A2;H3;2;-1.42;
12890;47.9216;-2.751;A2;H3;3;-1.88;
12890;47.9216;-2.751;A2;H3;4;-2.82;
12891;47.9262;-2.6442;A2;H3;1;-3.76;
12891;47.9262;-2.6442;A2;H3;2;-1.43;
12891;47.9262;-2.6442;A2;H3;3;-1.91;
12891;47.9262;-2.6442;A2;H3;4;-2.89;
12892;47.9307;-2.5374;A2;H3;1;-4.27;
12892;47.9307;-2.5374;A2;H3;2;-2.2;
12892;47.9307;-2.5374;A2;H3;3;-2.22;
12892;47.9307;-2.5374;A2;H3;4;-2.66;
12893;47.9351;-2.4305;A2;H3;1;-4.23;
12893;47.9351;-2.4305;A2;H3;2;-2.21;
12893;47.9351;-2.4305;A2;H3;3;-2.23;
12893;47.9351;-2.4305;A2;H3;4;-2.7;
12894;47.9394;-2.3237;A2;H3;1;-4.24;
12894;47.9394;-2.3237;A2;H3;2;-1.92;
12894;47.9394;-2.3237;A2;H3;3;-2.12;
12894;47.9394;-2.3237;A2;H3;4;-2.58;
12895;47.9436;-2.2168;A2;H3;1;-4.51;
12895;47.9436;-2.2168;A2;H3;2;-2.26;
12895;47.9436;-2.2168;A2;H3;3;-2.45;
12895;47.9436;-2.2168;A2;H3;4;-2.62;
12896;47.9477;-2.1099;A2;H3;1;-4.08;
12896;47.9477;-2.1099;A2;H3;2;-2.01;
12896;47.9477;-2.1099;A2;H3;3;-2.03;
12896;47.9477;-2.1099;A2;H3;4;-3.03;
12897;47.9518;-2.003;A2;H3;1;-4.02;
12897;47.9518;-2.003;A2;H3;2;-1.88;
12897;47.9518;-2.003;A2;H3;3;-1.95;
12897;47.9518;-2.003;A2;H3;4;-3.04;
12898;47.9557;-1.896;A2;H3;1;-3.73;
12898;47.9557;-1.896;A2;H3;2;-1.94;
12898;47.9557;-1.896;A2;H3;3;-1.98;
12898;47.9557;-1.896;A2;H3;4;-2.04;
12899;47.9595;-1.7891;A2;H3;1;-3.93;
12899;47.9595;-1.7891;A2;H3;2;-2.83;
12899;47.9595;-1.7891;A2;H3;3;-2.47;
12899;47.9595;-1.7891;A2;H3;4;-2.57;
12900;47.9632;-1.6821;A2;H3;1;-3.73;
12900;47.9632;-1.6821;A2;H3;2;-1.97;
12900;47.9632;-1.6821;A2;H3;3;-2.06;
12900;47.9632;-1.6821;A2;H3;4;-2.07;
12901;47.9669;-1.5751;A2;H3;1;-3.94;
12901;47.9669;-1.5751;A2;H3;2;-2.34;
12901;47.9669;-1.5751;A2;H3;3;-2.1;
12901;47.9669;-1.5751;A2;H3;4;-2.58;
12902;47.9704;-1.4681;A2;H3;1;-3.92;
12902;47.9704;-1.4681;A2;H3;2;-2.32;
12902;47.9704;-1.4681;A2;H3;3;-2.1;
12902;47.9704;-1.4681;A2;H3;4;-2.59;
12903;47.9738;-1.3611;A2;H3;1;-3.64;
12903;47.9738;-1.3611;A2;H3;2;-2.09;
12903;47.9738;-1.3611;A2;H3;3;-1.83;
12903;47.9738;-1.3611;A2;H3;4;-2.62;
12904;47.9772;-1.2541;A2;H3;1;-3.92;
12904;47.9772;-1.2541;A2;H3;2;-1.87;
12904;47.9772;-1.2541;A2;H3;3;-1.8;
12904;47.9772;-1.2541;A2;H3;4;-2.47;
12905;47.9804;-1.147;A2;H3;1;-3.8;
12905;47.9804;-1.147;A2;H3;2;-1.9;
12905;47.9804;-1.147;A2;H3;3;-1.78;
12905;47.9804;-1.147;A2;H3;4;-2.56;
12906;47.9835;-1.04;A2;H3;1;-4.03;
12906;47.9835;-1.04;A2;H3;2;-1.85;
12906;47.9835;-1.04;A2;H3;3;-1.76;
12906;47.9835;-1.04;A2;H3;4;-2.46;
12907;47.9866;-0.9329;A2;H3;1;-3.32;
12907;47.9866;-0.9329;A2;H3;2;-2.08;
12907;47.9866;-0.9329;A2;H3;3;-1.75;
12907;47.9866;-0.9329;A2;H3;4;-2.46;
12908;47.9895;-0.8258;A2;H3;1;-3.37;
12908;47.9895;-0.8258;A2;H3;2;-2.2;
12908;47.9895;-0.8258;A2;H3;3;-1.76;
12908;47.9895;-0.8258;A2;H3;4;-2.39;
12909;47.9924;-0.7188;A2;H3;1;-3.27;
12909;47.9924;-0.7188;A2;H3;2;-2.23;
12909;47.9924;-0.7188;A2;H3;3;-1.82;
12909;47.9924;-0.7188;A2;H3;4;-2.41;
12910;47.9951;-0.6117;A2;H3;1;-2.88;
12910;47.9951;-0.6117;A2;H3;2;-2.53;
12910;47.9951;-0.6117;A2;H3;3;-1.64;
12910;47.9951;-0.6117;A2;H3;4;-2.44;
12911;47.9978;-0.5045;A2;H3;1;-2.92;
12911;47.9978;-0.5045;A2;H3;2;-2.52;
12911;47.9978;-0.5045;A2;H3;3;-1.59;
12911;47.9978;-0.5045;A2;H3;4;-2.42;
12912;48.0003;-0.3974;A2;H3;1;-3;
12912;48.0003;-0.3974;A2;H3;2;-2.16;
12912;48.0003;-0.3974;A2;H3;3;-1.48;
12912;48.0003;-0.3974;A2;H3;4;-2.38;
12913;48.0028;-0.2903;A2;H3;1;-2.64;
12913;48.0028;-0.2903;A2;H3;2;-2.6;
12913;48.0028;-0.2903;A2;H3;3;-1.75;
12913;48.0028;-0.2903;A2;H3;4;-2.44;
12914;48.0051;-0.1831;A2;H3;1;-2.69;
12914;48.0051;-0.1831;A2;H3;2;-2.6;
12914;48.0051;-0.1831;A2;H3;3;-1.75;
12914;48.0051;-0.1831;A2;H3;4;-2.37;
12915;48.0074;-0.076;A2;H3;1;-2.33;
12915;48.0074;-0.076;A2;H3;2;-2.76;
12915;48.0074;-0.076;A2;H3;3;-1.8;
12915;48.0074;-0.076;A2;H3;4;-2.42;
12916;48.0095;0.0312;A2;H3;1;-2.68;
12916;48.0095;0.0312;A2;H3;2;-2.45;
12916;48.0095;0.0312;A2;H3;3;-1.64;
12916;48.0095;0.0312;A2;H3;4;-2.36;
12917;48.0116;0.1383;A2;H3;1;-2.31;
12917;48.0116;0.1383;A2;H3;2;-1.91;
12917;48.0116;0.1383;A2;H3;3;-1.68;
12917;48.0116;0.1383;A2;H3;4;-2.6;
12918;48.0136;0.2455;A2;H3;1;-2.54;
12918;48.0136;0.2455;A2;H3;2;-1.96;
12918;48.0136;0.2455;A2;H3;3;-1.63;
12918;48.0136;0.2455;A2;H3;4;-2.47;
12919;48.0154;0.3527;A2;H3;1;-2.49;
12919;48.0154;0.3527;A2;H3;2;-2.11;
12919;48.0154;0.3527;A2;H3;3;-2.62;
12919;48.0154;0.3527;A2;H3;4;-3.07;
12920;48.0172;0.4599;A2;H3;1;-2.42;
12920;48.0172;0.4599;A2;H3;2;-2.03;
12920;48.0172;0.4599;A2;H3;3;-2.17;
12920;48.0172;0.4599;A2;H3;4;-2.78;
12921;48.0189;0.5671;A2;H3;1;-2.33;
12921;48.0189;0.5671;A2;H3;2;-1.95;
12921;48.0189;0.5671;A2;H3;3;-2.22;
12921;48.0189;0.5671;A2;H3;4;-2.91;
12922;48.0204;0.6743;A2;H3;1;-2.12;
12922;48.0204;0.6743;A2;H3;2;-1.8;
12922;48.0204;0.6743;A2;H3;3;-2.11;
12922;48.0204;0.6743;A2;H3;4;-2.81;
12923;48.0219;0.7815;A2;H3;1;-2.58;
